,Unnamed: 0,release_year
1774,1774,2019
1775,1775,2020
1776,1776,2017
1777,1777,2020
1778,1778,2020
1779,1779,2020
1780,1780,2020
1781,1781,2020
1782,1782,2020
1783,1783,2020
1784,1784,2013
1785,1785,2020
1786,1786,2016
1787,1787,2013
1788,1788,2020
1789,1789,2020
1790,1790,2020
1791,1791,2020
1792,1792,2020
1793,1793,2020
1794,1794,2020
1795,1795,2009
1796,1796,2018
1797,1797,2019
1798,1798,2019
1799,1799,2020
1800,1800,2020
1801,1801,2020
1802,1802,2018
1803,1803,2020
1804,1804,2020
1805,1805,2017
1806,1806,2020
1807,1807,2018
1808,1808,2019
1809,1809,2018
1810,1810,2018
1811,1811,2020
1812,1812,2020
1813,1813,2020
1814,1814,2020
1815,1815,2020
1816,1816,2020
1817,1817,1975
1818,1818,2005
1819,1819,2013
1820,1820,2014
1821,1821,2017
1822,1822,1991
1823,1823,2017
1824,1824,2012
1825,1825,2003
1826,1826,1982
1827,1827,2007
1828,1828,2020
1829,1829,1999
1830,1830,2018
1831,1831,1980
1832,1832,2005
1833,1833,2012
1834,1834,2020
1835,1835,2020
1836,1836,2018
1837,1837,2020
1838,1838,2016
1839,1839,2020
1840,1840,2020
1841,1841,2020
1842,1842,2020
1843,1843,2014
1844,1844,2020
1845,1845,2016
1846,1846,2018
1847,1847,2018
1848,1848,2005
1849,1849,2017
1850,1850,2020
1851,1851,2006
1852,1852,2020
1853,1853,2020
1854,1854,2020
1855,1855,2020
1856,1856,2020
1857,1857,2020
1858,1858,2004
1859,1859,2020
1860,1860,2020
1861,1861,1990
1862,1862,1982
1863,1863,2015
1864,1864,2020
1865,1865,2006
1866,1866,2002
1867,1867,2017
1868,1868,2020
1869,1869,2020
1870,1870,2018
1871,1871,2020
1872,1872,2020
1873,1873,2020
1874,1874,2020
1875,1875,2020
1876,1876,2004
1877,1877,2020
1878,1878,2020
1879,1879,2020
1880,1880,2020
1881,1881,2020
1882,1882,2019
1883,1883,2020
1884,1884,2017
1885,1885,2020
1886,1886,2020
1887,1887,2020
1888,1888,2018
1889,1889,2016
1890,1890,2017
1891,1891,2016
1892,1892,2020
1893,1893,2005
1894,1894,2020
1895,1895,2009
1896,1896,2020
1897,1897,2020
1898,1898,2020
1899,1899,2017
1900,1900,2020
1901,1901,2020
1902,1902,2020
1903,1903,2017
1904,1904,2019
1905,1905,2013
1906,1906,2019
1907,1907,2018
1908,1908,2016
1909,1909,2016
1910,1910,2020
1911,1911,2019
1912,1912,2016
1913,1913,2019
1914,1914,2018
1915,1915,2020
1916,1916,2005
1917,1917,2019
1918,1918,2018
1919,1919,2019
1920,1920,2020
1921,1921,2020
1922,1922,2003
1923,1923,2019
1924,1924,2018
1925,1925,2020
1926,1926,2020
1927,1927,2019
1928,1928,2010
1929,1929,2020
1930,1930,2018
1931,1931,2020
1932,1932,2020
1933,1933,2020
1934,1934,2012
1935,1935,2020
1936,1936,2020
1937,1937,2002
1938,1938,2013
1939,1939,2014
1940,1940,2008
1941,1941,2003
1942,1942,2009
1943,1943,2007
1944,1944,1999
1945,1945,2007
1946,1946,2007
1947,1947,2020
1948,1948,2019
1949,1949,2020
1950,1950,2015
1951,1951,2020
1952,1952,2020
1953,1953,2016
1954,1954,2020
1955,1955,2020
1956,1956,2019
1957,1957,2011
1958,1958,2020
1959,1959,2020
1960,1960,2020
1961,1961,2020
1962,1962,2020
1963,1963,2018
1964,1964,2016
1965,1965,2017
1966,1966,2017
1967,1967,2016
1968,1968,2019
1969,1969,2016
1970,1970,2019
1971,1971,2013
1972,1972,2015
1973,1973,2020
1974,1974,2013
1975,1975,2016
1976,1976,2014
1977,1977,2020
1978,1978,2020
1979,1979,2020
1980,1980,2019
1981,1981,2020
1982,1982,2014
1983,1983,2020
1984,1984,2020
1985,1985,2020
1986,1986,2014
1987,1987,2020
1988,1988,2020
1989,1989,2020
1990,1990,2020
1991,1991,2020
1992,1992,2018
1993,1993,2020
1994,1994,2020
1995,1995,2020
1996,1996,2020
1997,1997,2016
1998,1998,2020
1999,1999,2020
2000,2000,2020
2001,2001,2002
2002,2002,2020
2003,2003,2013
2004,2004,2020
2005,2005,2018
2006,2006,2020
2007,2007,2020
2008,2008,2020
2009,2009,2007
2010,2010,2014
2011,2011,2020
2012,2012,2020
2013,2013,2020
2014,2014,2014
2015,2015,2018
2016,2016,2018
2017,2017,2019
2018,2018,2019
2019,2019,2018
2020,2020,2017
2021,2021,2020
2022,2022,2020
2023,2023,2019
2024,2024,2018
2025,2025,2016
2026,2026,2016
2027,2027,2017
2028,2028,2018
2029,2029,2020
2030,2030,2020
2031,2031,2020
2032,2032,2020
2033,2033,2020
2034,2034,2020
2035,2035,2020
2036,2036,2020
2037,2037,2020
2038,2038,2020
2039,2039,2010
2040,2040,2020
2041,2041,2010
2042,2042,2017
2043,2043,2020
2044,2044,2020
2045,2045,2020
2046,2046,2019
2047,2047,2020
2048,2048,2019
2049,2049,2015
2050,2050,2020
2051,2051,2018
2052,2052,2020
2053,2053,2020
2054,2054,2020
2055,2055,2020
2056,2056,2009
2057,2057,2020
2058,2058,2020
2059,2059,2018
2060,2060,2016
2061,2061,2020
2062,2062,2017
2063,2063,2020
2064,2064,2012
2065,2065,2019
2066,2066,2016
2067,2067,2016
2068,2068,2020
2069,2069,2002
2070,2070,2020
2071,2071,2011
2072,2072,2008
2073,2073,1998
2074,2074,1998
2075,2075,2018
2076,2076,2020
2077,2077,2020
2078,2078,2019
2079,2079,2011
2080,2080,2020
2081,2081,2020
2082,2082,2020
2083,2083,2020
2084,2084,2020
2085,2085,2020
2086,2086,2020
2087,2087,2020
2088,2088,2020
2089,2089,2020
2090,2090,1998
2091,2091,2020
2092,2092,2016
2093,2093,2020
2094,2094,2019
2095,2095,2020
2096,2096,2020
2097,2097,2020
2098,2098,2020
2099,2099,2020
2100,2100,2016
2101,2101,2019
2102,2102,2013
2103,2103,2020
2104,2104,2020
2105,2105,2020
2106,2106,2020
2107,2107,2020
2108,2108,2020
2109,2109,2020
2110,2110,2019
2111,2111,2020
2112,2112,2020
2113,2113,2020
2114,2114,2020
2115,2115,2019
2116,2116,2017
2117,2117,2020
2118,2118,2020
2119,2119,2018
2120,2120,2012
2121,2121,2014
2122,2122,2020
2123,2123,2016
2124,2124,2020
2125,2125,2014
2126,2126,2009
2127,2127,2020
2128,2128,2020
2129,2129,2020
2130,2130,2018
2131,2131,2020
2132,2132,2020
2133,2133,2020
2134,2134,2020
2135,2135,2014
2136,2136,2018
2137,2137,2019
2138,2138,2016
2139,2139,2012
2140,2140,2020
2141,2141,2020
2142,2142,2014
2143,2143,2020
2144,2144,2020
2145,2145,2019
2146,2146,2020
2147,2147,2018
2148,2148,2016
2149,2149,2020
2150,2150,2020
2151,2151,2020
2152,2152,2020
2153,2153,2020
2154,2154,2018
2155,2155,2020
2156,2156,2020
2157,2157,2020
2158,2158,2020
2159,2159,2020
2160,2160,2016
2161,2161,2020
2162,2162,2020
2163,2163,2020
2164,2164,2019
2165,2165,2020
2166,2166,2020
2167,2167,2020
2168,2168,2020
2169,2169,2020
2170,2170,2020
2171,2171,2020
2172,2172,2017
2173,2173,2000
2174,2174,2020
2175,2175,2014
2176,2176,2020
2177,2177,2020
2178,2178,2018
2179,2179,2017
2180,2180,2008
2181,2181,2020
2182,2182,2020
2183,2183,2018
2184,2184,2020
2185,2185,2020
2186,2186,2020
2187,2187,2020
2188,2188,2020
2189,2189,2020
2190,2190,2020
2191,2191,2017
2192,2192,2020
2193,2193,2020
2194,2194,2020
2195,2195,2016
2196,2196,2019
2197,2197,2020
2198,2198,2020
2199,2199,2020
2200,2200,2019
2201,2201,2020
2202,2202,2020
2203,2203,2019
2204,2204,2020
2205,2205,2020
2206,2206,2016
2207,2207,2020
2208,2208,2020
2209,2209,2019
2210,2210,2020
2211,2211,2020
2212,2212,2020
2213,2213,2020
2214,2214,2015
2215,2215,2020
2216,2216,2019
2217,2217,2020
2218,2218,2020
2219,2219,2019
2220,2220,2019
2221,2221,2020
2222,2222,2020
2223,2223,2017
2224,2224,2018
2225,2225,2019
2226,2226,2018
2227,2227,2020
2228,2228,2020
2229,2229,2020
2230,2230,2020
2231,2231,2019
2232,2232,2020
2233,2233,2018
2234,2234,2019
2235,2235,2020
2236,2236,2020
2237,2237,2020
2238,2238,2016
2239,2239,2018
2240,2240,2020
2241,2241,2020
2242,2242,2020
2243,2243,2020
2244,2244,2016
2245,2245,2020
2246,2246,2020
2247,2247,2018
2248,2248,2020
2249,2249,2020
2250,2250,2020
2251,2251,2019
2252,2252,2019
2253,2253,2020
2254,2254,2020
2255,2255,2020
2256,2256,2018
2257,2257,2020
2258,2258,2020
2259,2259,2018
2260,2260,2012
2261,2261,2020
2262,2262,2019
2263,2263,2020
2264,2264,2012
2265,2265,2011
2266,2266,2012
2267,2267,2013
2268,2268,2013
2269,2269,2016
2270,2270,2013
2271,2271,2015
2272,2272,2015
2273,2273,2015
2274,2274,2014
2275,2275,2020
2276,2276,2013
2277,2277,2013
2278,2278,2014
2279,2279,2011
2280,2280,2014
2281,2281,2012
2282,2282,2014
2283,2283,2019
2284,2284,2019
2285,2285,2012
2286,2286,2015
2287,2287,2014
2288,2288,2011
2289,2289,2013
2290,2290,2011
2291,2291,2013
2292,2292,2020
2293,2293,2019
2294,2294,2020
2295,2295,2020
2296,2296,2017
2297,2297,2020
2298,2298,2020
2299,2299,2020
2300,2300,2019
2301,2301,1993
2302,2302,2020
2303,2303,2020
2304,2304,2019
2305,2305,2019
2306,2306,2016
2307,2307,2019
2308,2308,2020
2309,2309,2015
2310,2310,2019
2311,2311,1999
2312,2312,2014
2313,2313,2020
2314,2314,2007
2315,2315,2019
2316,2316,2019
2317,2317,1990
2318,2318,2004
2319,2319,2020
2320,2320,2020
2321,2321,2020
2322,2322,2020
2323,2323,2011
2324,2324,2020
2325,2325,2019
2326,2326,2019
2327,2327,2020
2328,2328,2020
2329,2329,2020
2330,2330,2020
2331,2331,2020
2332,2332,2019
2333,2333,2016
2334,2334,2019
2335,2335,2019
2336,2336,2019
2337,2337,2020
2338,2338,2020
2339,2339,2015
2340,2340,2006
2341,2341,2020
2342,2342,2020
2343,2343,2020
2344,2344,2020
2345,2345,2020
2346,2346,2020
2347,2347,2020
2348,2348,2017
2349,2349,2020
2350,2350,2017
2351,2351,2019
2352,2352,2020
2353,2353,2020
2354,2354,1997
2355,2355,2020
2356,2356,2020
2357,2357,2020
2358,2358,2020
2359,2359,2020
2360,2360,2020
2361,2361,1994
2362,2362,2020
2363,2363,2020
2364,2364,2020
2365,2365,1979
2366,2366,1989
2367,2367,1982
2368,2368,1958
2369,2369,1956
2370,2370,2020
2371,2371,2019
2372,2372,2020
2373,2373,1963
2374,2374,2010
2375,2375,1954
2376,2376,1970
2377,2377,2014
2378,2378,2020
2379,2379,2018
2380,2380,2020
2381,2381,2012
2382,2382,2016
2383,2383,2015
2384,2384,2019
2385,2385,2013
2386,2386,2019
2387,2387,2019
2388,2388,2020
2389,2389,2020
2390,2390,2020
2391,2391,2020
2392,2392,2020
2393,2393,2020
2394,2394,2020
2395,2395,2020
2396,2396,2020
2397,2397,2020
2398,2398,2018
2399,2399,2002
2400,2400,2020
2401,2401,2020
2402,2402,2014
2403,2403,2008
2404,2404,2020
2405,2405,2020
2406,2406,2020
2407,2407,2009
2408,2408,2018
2409,2409,2020
2410,2410,2018
2411,2411,2017
2412,2412,2020
2413,2413,2020
2414,2414,2018
2415,2415,2018
2416,2416,2020
2417,2417,2020
2418,2418,2016
2419,2419,2014
2420,2420,2020
2421,2421,2019
2422,2422,2020
2423,2423,2019
2424,2424,2020
2425,2425,2010
2426,2426,2020
2427,2427,2017
2428,2428,2017
2429,2429,2007
2430,2430,2017
2431,2431,2020
2432,2432,2019
2433,2433,2008
2434,2434,2006
2435,2435,2006
2436,2436,2009
2437,2437,2012
2438,2438,2008
2439,2439,2004
2440,2440,2020
2441,2441,2006
2442,2442,2011
2443,2443,2019
2444,2444,1999
2445,2445,2020
2446,2446,2017
2447,2447,2016
2448,2448,2019
2449,2449,2018
2450,2450,2014
2451,2451,2018
2452,2452,2017
2453,2453,2017
2454,2454,2017
2455,2455,2016
2456,2456,2019
2457,2457,2018
2458,2458,2020
2459,2459,2020
2460,2460,1999
2461,2461,2018
2462,2462,2020
2463,2463,2014
2464,2464,2015
2465,2465,2020
2466,2466,2016
2467,2467,2019
2468,2468,2020
2469,2469,2019
2470,2470,2019
2471,2471,2019
2472,2472,2020
2473,2473,2019
2474,2474,2020
2475,2475,2020
2476,2476,2020
2477,2477,2019
2478,2478,2018
2479,2479,2020
2480,2480,2020
2481,2481,2018
2482,2482,1981
2483,2483,1996
2484,2484,1982
2485,2485,2019
2486,2486,2020
2487,2487,1979
2488,2488,1984
2489,2489,1985
2490,2490,1981
2491,2491,1973
2492,2492,1976
2493,2493,2010
2494,2494,2020
2495,2495,2020
2496,2496,2014
2497,2497,2010
2498,2498,2020
2499,2499,2020
2500,2500,2020
2501,2501,2006
2502,2502,2009
2503,2503,2012
2504,2504,2007
2505,2505,2008
2506,2506,2009
2507,2507,2020
2508,2508,2020
2509,2509,2006
2510,2510,2004
2511,2511,2012
2512,2512,2005
2513,2513,2019
2514,2514,2020
2515,2515,2020
2516,2516,2019
2517,2517,2009
2518,2518,2009
2519,2519,2007
2520,2520,2017
2521,2521,2019
2522,2522,2020
2523,2523,2019
2524,2524,2020
2525,2525,2014
2526,2526,2020
2527,2527,2020
2528,2528,2019
2529,2529,2015
2530,2530,2020
2531,2531,2018
2532,2532,2019
2533,2533,2018
2534,2534,2020
2535,2535,2017
2536,2536,2018
2537,2537,2018
2538,2538,2018
2539,2539,2012
2540,2540,2020
2541,2541,2019
2542,2542,2020
2543,2543,2020
2544,2544,2010
2545,2545,1994
2546,2546,2019
2547,2547,2020
2548,2548,2020
2549,2549,2020
2550,2550,2020
2551,2551,2020
2552,2552,2020
2553,2553,2020
2554,2554,2020
2555,2555,2016
2556,2556,2019
2557,2557,2020
2558,2558,2018
2559,2559,2020
2560,2560,2020
2561,2561,2020
2562,2562,2019
2563,2563,2020
2564,2564,2019
2565,2565,2020
2566,2566,2019
2567,2567,2020
2568,2568,2015
2569,2569,2020
2570,2570,2019
2571,2571,2013
2572,2572,2020
2573,2573,2020
2574,2574,2015
2575,2575,2009
2576,2576,2020
2577,2577,2018
2578,2578,2019
2579,2579,2020
2580,2580,2020
2581,2581,2013
2582,2582,2008
2583,2583,2019
2584,2584,2012
2585,2585,2019
2586,2586,2014
2587,2587,2020
2588,2588,2020
2589,2589,2020
2590,2590,2019
2591,2591,2020
2592,2592,2007
2593,2593,2020
2594,2594,2020
2595,2595,2020
2596,2596,2003
2597,2597,2020
2598,2598,2020
2599,2599,2019
2600,2600,2019
2601,2601,2020
2602,2602,2020
2603,2603,2020
2604,2604,2020
2605,2605,2016
2606,2606,2020
2607,2607,2019
2608,2608,2020
2609,2609,2020
2610,2610,2019
2611,2611,2017
2612,2612,2006
2613,2613,2016
2614,2614,2008
2615,2615,2011
2616,2616,2016
2617,2617,2017
2618,2618,2016
2619,2619,2010
2620,2620,2009
2621,2621,2005
2622,2622,2019
2623,2623,2012
2624,2624,2019
2625,2625,2020
2626,2626,2020
2627,2627,2020
2628,2628,2020
2629,2629,2020
2630,2630,2010
2631,2631,2017
2632,2632,2005
2633,2633,2006
2634,2634,2011
2635,2635,2010
2636,2636,2009
2637,2637,2008
2638,2638,2009
2639,2639,2019
2640,2640,2020
2641,2641,2011
2642,2642,2019
2643,2643,2020
2644,2644,2020
2645,2645,2020
2646,2646,2016
2647,2647,2019
2648,2648,2020
2649,2649,2019
2650,2650,2020
2651,2651,2020
2652,2652,2020
2653,2653,2018
2654,2654,2019
2655,2655,2019
2656,2656,2020
2657,2657,2020
2658,2658,2006
2659,2659,2020
2660,2660,2018
2661,2661,2020
2662,2662,2020
2663,2663,2020
2664,2664,2019
2665,2665,2020
2666,2666,2020
2667,2667,2018
2668,2668,2020
2669,2669,2020
2670,2670,2020
2671,2671,2020
2672,2672,2020
2673,2673,2019
2674,2674,2019
2675,2675,2020
2676,2676,2020
2677,2677,2016
2678,2678,2015
2679,2679,2020
2680,2680,2015
2681,2681,2019
2682,2682,2018
2683,2683,2019
2684,2684,2020
2685,2685,2020
2686,2686,2020
2687,2687,2018
2688,2688,2018
2689,2689,2019
2690,2690,2019
2691,2691,2020
2692,2692,2020
2693,2693,2020
2694,2694,2019
2695,2695,2020
2696,2696,2019
2697,2697,2020
2698,2698,2019
2699,2699,2020
2700,2700,2019
2701,2701,2010
2702,2702,2017
2703,2703,2019
2704,2704,2017
2705,2705,2019
2706,2706,2017
2707,2707,2019
2708,2708,2013
2709,2709,2020
2710,2710,2019
2711,2711,2020
2712,2712,2017
2713,2713,2020
2714,2714,2019
2715,2715,1990
2716,2716,2015
2717,2717,2012
2718,2718,2015
2719,2719,2020
2720,2720,2008
2721,2721,1984
2722,2722,1998
2723,2723,1980
2724,2724,2013
2725,2725,1993
2726,2726,2014
2727,2727,2020
2728,2728,2014
2729,2729,2005
2730,2730,2006
2731,2731,2001
2732,2732,2003
2733,2733,2016
2734,2734,1998
2735,2735,2015
2736,2736,2020
2737,2737,2014
2738,2738,1987
2739,2739,2019
2740,2740,1986
2741,2741,2020
2742,2742,2020
2743,2743,2020
2744,2744,2017
2745,2745,2010
2746,2746,2020
2747,2747,2014
2748,2748,2020
2749,2749,2018
2750,2750,2020
2751,2751,2019
2752,2752,2019
2753,2753,2020
2754,2754,2016
2755,2755,2017
2756,2756,2019
2757,2757,2018
2758,2758,2019
2759,2759,2019
2760,2760,2020
2761,2761,2020
2762,2762,2019
2763,2763,2020
2764,2764,2019
2765,2765,2019
2766,2766,2020
2767,2767,2020
2768,2768,2020
2769,2769,2019
2770,2770,2020
2771,2771,2020
2772,2772,2020
2773,2773,2019
2774,2774,2020
2775,2775,2019
2776,2776,2020
2777,2777,2020
2778,2778,2019
2779,2779,2020
2780,2780,2018
2781,2781,2020
2782,2782,2020
2783,2783,2020
2784,2784,2020
2785,2785,2020
2786,2786,2020
2787,2787,2020
2788,2788,2020
2789,2789,2017
2790,2790,2020
2791,2791,2020
2792,2792,2020
2793,2793,2020
2794,2794,2020
2795,2795,2020
2796,2796,2020
2797,2797,2020
2798,2798,2019
2799,2799,2020
2800,2800,2020
2801,2801,2017
2802,2802,2020
2803,2803,2017
2804,2804,2019
2805,2805,2016
2806,2806,2020
2807,2807,2020
2808,2808,2018
2809,2809,2014
2810,2810,2019
2811,2811,2019
2812,2812,2019
2813,2813,2019
2814,2814,2019
2815,2815,2020
2816,2816,2020
2817,2817,2018
2818,2818,2020
2819,2819,2020
2820,2820,2019
2821,2821,2020
2822,2822,2020
2823,2823,2019
2824,2824,2020
2825,2825,2020
2826,2826,2020
2827,2827,2020
2828,2828,2020
2829,2829,2020
2830,2830,2020
2831,2831,2017
2832,2832,2017
2833,2833,2020
2834,2834,2019
2835,2835,2019
2836,2836,2020
2837,2837,2020
2838,2838,2020
2839,2839,2016
2840,2840,2020
2841,2841,2020
2842,2842,2019
2843,2843,2010
2844,2844,2019
2845,2845,2005
2846,2846,2016
2847,2847,2018
2848,2848,2019
2849,2849,2020
2850,2850,2019
2851,2851,2019
2852,2852,2011
2853,2853,2020
2854,2854,2014
2855,2855,2020
2856,2856,2019
2857,2857,2020
2858,2858,2019
2859,2859,2016
2860,2860,2011
2861,2861,2016
2862,2862,2017
2863,2863,2007
2864,2864,2020
2865,2865,2018
2866,2866,2019
2867,2867,2020
2868,2868,2019
2869,2869,2019
2870,2870,2020
2871,2871,2019
2872,2872,2020
2873,2873,2020
2874,2874,2020
2875,2875,2020
2876,2876,2019
2877,2877,2020
2878,2878,2016
2879,2879,2015
2880,2880,2020
2881,2881,2015
2882,2882,2016
2883,2883,2020
2884,2884,2015
2885,2885,2014
2886,2886,2020
2887,2887,2019
2888,2888,2020
2889,2889,2019
2890,2890,2018
2891,2891,2020
2892,2892,2020
2893,2893,2020
2894,2894,2020
2895,2895,2020
2896,2896,2019
2897,2897,2020
2898,2898,2020
2899,2899,2012
2900,2900,2020
2901,2901,2018
2902,2902,2008
2903,2903,2015
2904,2904,2019
2905,2905,2015
2906,2906,2017
2907,2907,2016
2908,2908,2016
2909,2909,2017
2910,2910,2017
2911,2911,2019
2912,2912,2019
2913,2913,2017
2914,2914,2020
2915,2915,2010
2916,2916,2019
2917,2917,2020
2918,2918,2018
2919,2919,2019
2920,2920,2021
2921,2921,2020
2922,2922,2019
2923,2923,2019
2924,2924,2015
2925,2925,2020
2926,2926,2018
2927,2927,2020
2928,2928,2017
2929,2929,2020
2930,2930,2019
2931,2931,2018
2932,2932,2018
2933,2933,2019
2934,2934,2019
2935,2935,2019
2936,2936,2018
2937,2937,2020
2938,2938,2018
2939,2939,2020
2940,2940,2019
2941,2941,2020
2942,2942,2020
2943,2943,2017
2944,2944,2020
2945,2945,2020
2946,2946,2014
2947,2947,2019
2948,2948,2020
2949,2949,2020
2950,2950,2020
2951,2951,2019
2952,2952,2020
2953,2953,2020
2954,2954,2019
2955,2955,2020
2956,2956,2016
2957,2957,1994
2958,2958,2015
2959,2959,2020
2960,2960,2017
2961,2961,2018
2962,2962,2019
2963,2963,2019
2964,2964,2020
2965,2965,2014
2966,2966,2018
2967,2967,2014
2968,2968,2019
2969,2969,1999
2970,2970,2020
2971,2971,2020
2972,2972,2016
2973,2973,2017
2974,2974,2020
2975,2975,2020
2976,2976,2020
2977,2977,2019
2978,2978,2009
2979,2979,2020
2980,2980,2020
2981,2981,2018
2982,2982,2020
2983,2983,2020
2984,2984,2020
2985,2985,2020
2986,2986,2019
2987,2987,2020
2988,2988,2017
2989,2989,2019
2990,2990,2015
2991,2991,2020
2992,2992,2017
2993,2993,2020
2994,2994,2020
2995,2995,2020
2996,2996,2020
2997,2997,2020
2998,2998,2020
2999,2999,2020
3000,3000,2020
3001,3001,2019
3002,3002,2004
3003,3003,2020
3004,3004,2019
3005,3005,2011
3006,3006,2019
3007,3007,2020
3008,3008,2013
3009,3009,2020
3010,3010,2020
3011,3011,2020
3012,3012,2020
3013,3013,2019
3014,3014,2019
3015,3015,2020
3016,3016,2011
3017,3017,2019
3018,3018,2015
3019,3019,2019
3020,3020,2008
3021,3021,2015
3022,3022,2018
3023,3023,2019
3024,3024,2020
3025,3025,2017
3026,3026,2019
3027,3027,2020
3028,3028,2018
3029,3029,2019
3030,3030,2020
3031,3031,2018
3032,3032,2019
3033,3033,2020
3034,3034,2019
3035,3035,2020
3036,3036,2020
3037,3037,2020
3038,3038,2014
3039,3039,2020
3040,3040,2020
3041,3041,2020
3042,3042,2020
3043,3043,2017
3044,3044,2020
3045,3045,2020
3046,3046,2020
3047,3047,2019
3048,3048,2017
3049,3049,2020
3050,3050,2019
3051,3051,2018
3052,3052,2017
3053,3053,2018
3054,3054,2014
3055,3055,2018
3056,3056,2019
3057,3057,2007
3058,3058,2008
3059,3059,2009
3060,3060,2020
3061,3061,2015
3062,3062,2001
3063,3063,2017
3064,3064,2019
3065,3065,2020
3066,3066,2017
3067,3067,2020
3068,3068,2006
3069,3069,2018
3070,3070,2017
3071,3071,2015
3072,3072,2015
3073,3073,2009
3074,3074,2017
3075,3075,2020
3076,3076,2017
3077,3077,2019
3078,3078,2019
3079,3079,2019
3080,3080,2019
3081,3081,2019
3082,3082,2019
3083,3083,2018
3084,3084,2016
3085,3085,2018
3086,3086,2019
3087,3087,2019
3088,3088,2019
3089,3089,2019
3090,3090,2013
3091,3091,2018
3092,3092,2019
3093,3093,2018
3094,3094,2019
3095,3095,2019
3096,3096,2019
3097,3097,2019
3098,3098,2017
3099,3099,2019
3100,3100,2019
3101,3101,2017
3102,3102,2019
3103,3103,2019
3104,3104,2019
3105,3105,2019
3106,3106,2019
3107,3107,2019
3108,3108,2012
3109,3109,2019
3110,3110,2017
3111,3111,2019
3112,3112,2014
3113,3113,2018
3114,3114,2015
3115,3115,2015
3116,3116,2019
3117,3117,2019
3118,3118,2019
3119,3119,2019
3120,3120,2019
3121,3121,2019
3122,3122,2019
3123,3123,2019
3124,3124,2018
3125,3125,2015
3126,3126,2015
3127,3127,2016
3128,3128,2015
3129,3129,2019
3130,3130,2018
3131,3131,2001
3132,3132,2015
3133,3133,2006
3134,3134,2011
3135,3135,2013
3136,3136,2011
3137,3137,2012
3138,3138,2019
3139,3139,2007
3140,3140,2017
3141,3141,2010
3142,3142,2004
3143,3143,2009
3144,3144,2017
3145,3145,2008
3146,3146,2012
3147,3147,2012
3148,3148,2005
3149,3149,2011
3150,3150,2019
3151,3151,2016
3152,3152,2017
3153,3153,2016
3154,3154,2018
3155,3155,2019
3156,3156,2018
3157,3157,2019
3158,3158,2019
3159,3159,2017
3160,3160,2019
3161,3161,2019
3162,3162,2017
3163,3163,2019
3164,3164,2019
3165,3165,2019
3166,3166,2017
3167,3167,2017
3168,3168,2020
3169,3169,2019
3170,3170,2017
3171,3171,2017
3172,3172,2019
3173,3173,2019
3174,3174,2019
3175,3175,2019
3176,3176,2019
3177,3177,2019
3178,3178,2016
3179,3179,2017
3180,3180,2019
3181,3181,2019
3182,3182,2019
3183,3183,2019
3184,3184,2019
3185,3185,2019
3186,3186,2019
3187,3187,2018
3188,3188,2019
3189,3189,2019
3190,3190,2014
3191,3191,2019
3192,3192,2018
3193,3193,2019
3194,3194,2019
3195,3195,2017
3196,3196,2016
3197,3197,2017
3198,3198,2018
3199,3199,2016
3200,3200,2019
3201,3201,2017
3202,3202,2019
3203,3203,2015
3204,3204,2019
3205,3205,2019
3206,3206,2019
3207,3207,2019
3208,3208,2019
3209,3209,2018
3210,3210,2019
3211,3211,2016
3212,3212,2019
3213,3213,2018
3214,3214,2018
3215,3215,2017
3216,3216,2019
3217,3217,2018
3218,3218,2019
3219,3219,2019
3220,3220,2019
3221,3221,2019
3222,3222,2019
3223,3223,2008
3224,3224,2019
3225,3225,2019
3226,3226,2019
3227,3227,2019
3228,3228,2019
3229,3229,2019
3230,3230,2015
3231,3231,2019
3232,3232,2019
3233,3233,2019
3234,3234,2019
3235,3235,2017
3236,3236,2019
3237,3237,2019
3238,3238,2019
3239,3239,2015
3240,3240,2008
3241,3241,2019
3242,3242,2019
3243,3243,2019
3244,3244,2019
3245,3245,2019
3246,3246,2019
3247,3247,2019
3248,3248,2019
3249,3249,2019
3250,3250,2019
3251,3251,2019
3252,3252,2019
3253,3253,2019
3254,3254,2019
3255,3255,2019
3256,3256,2019
3257,3257,2019
3258,3258,2019
3259,3259,2019
3260,3260,2014
3261,3261,2015
3262,3262,2013
3263,3263,2003
3264,3264,2019
3265,3265,2019
3266,3266,2019
3267,3267,2019
3268,3268,2019
3269,3269,2019
3270,3270,2013
3271,3271,2010
3272,3272,2011
3273,3273,2019
3274,3274,2004
3275,3275,2019
3276,3276,2002
3277,3277,2017
3278,3278,2018
3279,3279,2019
3280,3280,2013
3281,3281,2019
3282,3282,2019
3283,3283,2019
3284,3284,2003
3285,3285,2019
3286,3286,2019
3287,3287,2020
3288,3288,2019
3289,3289,2019
3290,3290,2009
3291,3291,2019
3292,3292,2019
3293,3293,2019
3294,3294,2019
3295,3295,2019
3296,3296,2019
3297,3297,2019
3298,3298,2019
3299,3299,2016
3300,3300,2019
3301,3301,2019
3302,3302,2018
3303,3303,2019
3304,3304,2014
3305,3305,2019
3306,3306,2019
3307,3307,2017
3308,3308,2019
3309,3309,2019
3310,3310,2016
3311,3311,2016
3312,3312,2019
3313,3313,2019
3314,3314,2014
3315,3315,2014
3316,3316,2015
3317,3317,2012
3318,3318,2017
3319,3319,2017
3320,3320,2013
3321,3321,2016
3322,3322,2015
3323,3323,2010
3324,3324,2015
3325,3325,2013
3326,3326,2019
3327,3327,2015
